,data
1318,1040126.7974778842
1319,466510.9661240039
1320,1193043.6279406867
1321,1984389.5833333335
1322,1315340.3518748276
1323,2089937.3015873018
1324,996318.4635598961
1325,1302632.1374458873
1326,1001621.1522061769
1327,1270182.1374458873
1328,1436969.6486928104
1329,466510.9661240039
1330,1349265.6003432842
1331,699393.0701459984
1332,471704.63501289283
1333,936658.4123415386
1334,472619.0525953104
1335,838285.8362955619
1336,1346396.168831169
1337,481166.77970468986
1338,1619839.2233333334
1339,343629.3282644982
1340,1605398.6996336996
1341,1040848.3548549336
1342,909974.6723980006
1343,976706.4583455182
1344,343629.3282644982
1345,548395.2731473726
1346,1215277.9028017826
1347,641423.2865394524
1348,472619.0525953104
1349,1197384.3993506492
1350,725827.262581018
1351,471704.63501289283
1352,1286156.2706782466
1353,1511134.5238095238
1354,1346396.168831169
1355,472619.0525953104
1356,1370321.683218742
1357,624874.0414139336
1358,472619.0525953104
1359,570806.301956347
1360,553503.0552031003
1361,1609964.7193650794
1362,1128510.4131540975
1363,1085048.3478917882
1364,471704.63501289283
1365,531188.3993326549
1366,343629.3282644982
1367,947652.8689759588
1368,471704.63501289283
1369,537188.8827327549
1370,1973259.2673992675
1371,1225554.2267169105
1372,1024123.4896543508
1373,967934.4383016365
1374,1196585.8850540766
1375,1232556.3768584356
1376,1288131.304112554
1377,472619.0525953104
1378,472619.0525953104
1379,537443.833106932
1380,1457553.968253968
1381,472619.0525953104
1382,679018.0701459984
1383,679018.0701459984
1384,1394261.2649572648
1385,1062198.1652119812
1386,920903.146020646
1387,1803978.8888888888
1388,558128.2523188356
1389,609516.4388456909
1390,1008987.4311543719
1391,558128.2523188356
1392,558128.2523188356
1393,2047547.3621489622
1394,555908.2652870974
1395,1503946.178600811
1396,1816846.9841269844
1397,711513.1795207807
1398,1123538.123031939
1399,609516.4388456909
1400,954081.4801864801
1401,558128.2523188356
1402,605232.2276568797
1403,2338270.9276018096
1404,915131.5285109769
1405,560925.7916392637
1406,397496.2212555271
1407,799553.2207696504
1408,728780.498770026
1409,2557048.75
1410,1190048.4756909756
1411,1740759.1282051285
1412,420209.34504758695
1413,2052672.4722222225
1414,1233404.5238095238
1415,948954.1882988159
1416,1118490.6962353238
1417,358734.3834008504
1418,789996.9640851583
1419,733088.8321033594
1420,608029.7669773079
1421,611071.0961128676
1422,1906256.7777777775
1423,640581.7706887883
1424,921245.4212260952
1425,974675.0065530492
1426,1646267.2731157732
1427,358734.3834008504
1428,1469679.8769238878
1429,991378.9026569452
1430,958817.4044401858
1431,1256055.1832426833
1432,1291304.2308617309
1433,1516678.1971285422
1434,1826156.7948717948
1435,2277861.864357864
1436,1756790.1282051285
1437,1063123.7109025207
1438,1388018.4388896998
1439,991378.9026569452
1440,724573.5351243527
1441,639941.4388456909
1442,1313709.4304029304
1443,1099075.6810502715
1444,948164.4052291702
1445,974675.0065530492
1446,1229206.611814112
1447,1596354.0158127765
1448,1719999.598290598
1449,1229206.611814112
1450,590364.1775379846
1451,590364.1775379846
1452,1588365.8339945949
1453,466510.9661240039
1454,466510.9661240039
1455,466510.9661240039
1456,1183619.9346625055
1457,1041628.0127054633
1458,935685.8527025137
1459,996652.5915192524
1460,895279.0468273852
1461,986716.5468271684
1462,466510.9661240039
1463,641847.2066250744
1464,343629.3282644982
1465,1480708.51914099
1466,873676.1271929822
1467,982691.5468271684
1468,466510.9661240039
1469,1370926.4921761246
1470,1094891.4251981135
1471,938036.7568697961
1472,1722952.2222222225
1473,1042641.0466494288
1474,358734.3834008504
1475,954023.6758981902
1476,358734.3834008504
1477,1125248.943474826
1478,637964.4428696273
1479,539718.4793769133
1480,550137.36172362
1481,1009090.506796382
1482,358734.3834008504
1483,863651.8959146801
1484,1196393.7829490772
1485,838137.5869744291
1486,907343.1811723204
1487,1158099.503968254
1488,469668.5171444121
1489,1140765.6353940177
1490,870464.3388300296
1491,992042.2844234332
1492,938036.7568697961
1493,490490.3356843262
1494,1089541.6178505477
1495,1068114.886736575
1496,466510.9661240039
1497,490490.3356843262
1498,575739.7478734716
1499,921586.3282034058
1500,612386.618316548
1501,982396.5374486942
1502,934522.5024838311
1503,974118.5382775118
1504,358734.3834008504
1505,912227.0611406136
1506,490490.3356843262
1507,849323.3244861087
1508,863651.8959146801
1509,884164.2081122862
1510,929776.5295408579
1511,999355.3323637147
1512,863651.8959146801
1513,589054.5102481705
1514,849323.3244861087
1515,358734.3834008504
1516,794168.2040061388
1517,924220.3734614903
1518,663862.1415181347
1519,983064.9348682681
1520,1076386.0857105998
1521,466510.9661240039
1522,894675.3112542533
1523,727150.0108844457
1524,1370926.4921761246
1525,1178802.939017504
1526,974118.5382775118
1527,1544703.842603475
1528,795936.56511725
1529,1884748.8888888888
1530,906622.0652551434
1531,637060.7554074824
1532,1884512.1401515151
1533,3055995.238095238
1534,2970995.238095238
1535,2322766.666666667
1536,2731174.9999999995
1537,534997.414845452
1538,1401706.0797383266
1539,1685484.4198564594
1540,2476262.878787879
1541,2066274.6401515151
1542,2450936.5384615385
1543,2162293.1963869464
1544,2666648.631808771
1545,2949288.888888889
1546,543894.2689960757
1547,2066274.6401515151
1548,2088573.8095238092
1549,1667179.9999999998
1550,2589585.833333333
1551,2464330.5555555555
1552,539202.3140878761
1553,1964457.5754467756
1554,1927205.5768176834
1555,1887135.0
1556,408897.1199483376
1557,1682483.9598997496
1558,408897.1199483376
1559,2214863.704523311
1560,1729315.15037594
1561,362449.08928320336
1562,2387141.14010989
1563,743984.6246461475
1564,2173459.8630536133
1565,1500363.214285714
1566,1114774.253631426
1567,569723.0859696657
1568,1052256.2801882026
1569,3076096.212121212
1570,2054529.5454545454
1571,1767419.4619047618
1572,2843600.4273504275
1573,1203793.1661092532
1574,2250746.767815518
1575,3352532.5757575757
1576,2642953.5714285714
1577,2107855.238095238
1578,1682483.9598997496
1579,1622320.2098997494
1580,2590684.383753501
1581,705259.3188198941
1582,1598254.9843358397
1583,2491542.599067599
1584,1533019.6741854637
1585,1735185.848427888
1586,534997.414845452
1587,1731918.7218045115
1588,2046196.5458874456
1589,2324730.3711899775
1590,4150485.555555555
1591,3056988.888888889
1592,1752693.7460317463
1593,1195567.4541808767
1594,2533752.3504273505
1595,773954.9745948778
1596,708421.3002465147
1597,811357.4075450693
1598,816961.3491286621
1599,717564.2079377332
1600,844916.5574229691
1601,437262.6424230339
1602,437262.6424230339
1603,685507.982436819
1604,607652.3346588053
1605,569491.6372737596
1606,792979.6297672915
1607,805967.7662406323
1608,850110.8302182022
1609,697332.2456735822
1610,864583.0062534206
1611,430217.2049329877
1612,597798.0495910856
1613,811357.4075450693
1614,425711.35877914156
1615,585564.7407675562
1616,676248.6987058985
1617,544108.5503811452
1618,461194.5095909537
1619,697332.2456735822
1620,773954.9745948778
1621,676934.7965140123
1622,751447.2965140123
1623,788697.5258520074
1624,544108.5503811452
1625,708421.3002465147
1626,531150.4828354239
1627,793928.9761725203
1628,805967.7662406323
1629,667616.4251672996
1630,565875.5613888602
1631,732855.2418278928
1632,928009.6935414016
1633,676248.6987058985
1634,686314.6972328345
1635,676248.6987058985
1636,457845.9757563672
1637,921292.911870443
1638,864027.9131402029
1639,815796.9423171871
1640,697357.44102044
1641,457845.9757563672
1642,563512.4148500098
1643,553642.2525653308
1644,697332.2456735822
1645,437262.6424230339
1646,790915.3887274635
1647,802293.9491286621
1648,657149.6234681135
1649,558034.2843325831
1650,565875.5613888602
1651,558034.2843325831
1652,676934.7965140123
1653,782523.9763342484
1654,558034.2843325831
1655,599715.6953072294
1656,558034.2843325831
1657,882835.3331398675
1658,782523.9763342484
1659,687974.1508690394
1660,773954.9745948778
1661,746014.2691028471
1662,687974.1508690394
1663,1014929.2812164717
1664,809540.6521203864
1665,490364.908605732
1666,851494.6942233455
1667,729038.8777107667
1668,723937.2990171874
1669,686314.6972328345
1670,654945.9060552628
1671,692681.8468540467
1672,735646.9510567691
1673,565875.5613888602
1674,826969.6848134573
1675,836336.646379764
1676,624126.4693402568
1677,565875.5613888602
1678,703290.5397579281
1679,703290.5397579281
1680,518134.31742189
1681,624126.4693402568
1682,437262.6424230339
1683,531150.4828354239
1684,988972.7007020756
1685,683137.818874535
1686,2241791.666666666
1687,2661031.25
1688,2312224.226190476
1689,1686952.3194139197
1690,1076475.8951642674
1691,657978.518279297
1692,1347873.2804232806
1693,860202.7484176669
1694,726219.5298955183
1695,1856138.014069264
1696,1391747.5
1697,2756880.1282051285
1698,1805317.5952380951
1699,2171014.652014652
1700,1937674.2261904762
1701,3537187.142857143
1702,2302355.9523809524
1703,1274431.717171717
1704,1197881.8697384489
1705,1738182.261904762
1706,2008971.7261904762
1707,896801.8364389234
1708,2470983.080808081
1709,2109179.583333333
1710,1851468.2051282052
1711,2217505.952380952
1712,2486769.271428571
1713,1274431.717171717
1714,2355480.9523809524
1715,712477.9256425474
1716,736209.281129437
1717,2361571.6329670334
1718,1834867.7194805194
1719,1878292.0833333335
1720,1945147.777777778
1721,1839098.630952381
1722,1927161.7261904762
1723,628687.3586515232
1724,1506503.748274672
1725,1304487.8594499815
1726,751965.9940902884
1727,1234406.058897243
1728,751965.9940902884
1729,1410401.8849206348
1730,1386964.1865079366
1731,1894374.285714286
1732,3064400.0
1733,404223.81291873835
1734,1303666.095928925
1735,821098.6399267027
1736,431610.2437403974
1737,719592.1976077728
1738,1851410.3174603176
1739,571509.2566381665
1740,362449.08928320336
1741,1597451.507240323
1742,605188.9532557247
1743,362449.08928320336
1744,667813.0190951135
1745,1846628.828018387
1746,1554847.3513961672
1747,571509.2566381665
1748,1189391.6208791207
1749,1613772.393483709
1750,571509.2566381665
1751,431610.2437403974
1752,1589201.5601503758
1753,362449.08928320336
1754,1530343.9411027567
1755,548765.9611296916
1756,2941016.666666667
1757,404223.81291873835
1758,1596475.714285714
1759,3492083.333333333
1760,610531.3883258827
1761,605188.9532557247
1762,1764742.05006105
1763,3807031.666666667
1764,1043702.3544674279
1765,1756898.5934596802
1766,1741931.25
1767,1273418.7301587302
1768,782664.8743754497
1769,1422059.8132586367
1770,699235.9741075918
1771,3256323.333333333
1772,362449.08928320336
1773,1554847.3513961672
1774,571509.2566381665
1775,654813.9532557247
1776,2477878.472222222
1777,1537984.9909495963
1778,571509.2566381665
1779,1407008.8973063973
1780,610369.0320040437
1781,1691557.905982906
1782,600904.7420669135
1783,960896.9510454085
1784,2445439.404761905
1785,362449.08928320336
1786,571509.2566381665
1787,3021528.4615384615
1788,1527748.3837888762
1789,431610.2437403974
1790,764314.1900486654
1791,818807.9494116995
1792,725939.1564962349
1793,1562048.9097744361
1794,734004.1809080433
1795,801799.7634086001
1796,834929.0351848787
1797,761223.6644189146
1798,839953.9509154357
1799,1109797.930034898
1800,984262.5562770562
1801,1002654.5562770562
1802,1244268.49191561
1803,814195.9894328518
1804,609463.0207731036
1805,1395448.1284475964
1806,950520.5698441204
1807,1196320.3690199868
1808,777260.3504788417
1809,1211277.5948393713
1810,567051.8827647793
1811,740570.7134186223
1812,826455.2463427378
1813,1168762.103174603
1814,777323.7075066741
1815,1351669.7906169086
1816,1017088.0341678085
1817,875196.2674321287
1818,736471.8683099266
1819,584385.2308866365
1820,789601.867953144
1821,586585.4958853719
1822,861882.9112554112
1823,974001.2229437229
1824,565863.1383797524
1825,707325.4575066741
1826,1222729.020662462
1827,748306.6509186223
1828,983713.3959554599
1829,929996.2674321287
1830,799639.9842519556
1831,741082.7337049196
1832,686092.8615111603
1833,729288.9490552682
1834,1287274.5442297165
1835,527530.1554460278
1836,1198809.8938695714
1837,1261850.7608729382
1838,854641.6467173357
1839,1269265.9652981427
1840,697034.7646890314
1841,2110018.055555555
1842,1658722.2259664312
1843,1628701.438786944
1844,595637.9652353186
1845,1654809.0549707604
1846,527530.1554460278
1847,692754.804371571
1848,1244936.9772029046
1849,1740634.7610719055
1850,1108411.6118637712
1851,986581.2554629277
1852,2000805.238095238
1853,1430945.9595959596
1854,2014326.1904761903
1855,1022786.1116405524
1856,761160.7642393014
1857,961671.3980585827
1858,1380249.5017482517
1859,1035705.368015705
1860,1149655.4456195324
1861,923815.7720866862
1862,343629.3282644982
1863,1234811.41004641
1864,1483296.6760037348
1865,626619.7530282901
1866,1369766.6991341992
1867,1403521.9126909827
1868,1411743.8095238095
1869,1972586.1423351157
1870,1237199.7433797433
1871,2152961.266233766
1872,571290.3316083432
1873,1333265.5753968253
1874,1317053.2847744361
1875,704760.8294522098
1876,1140245.2195702195
1877,1996127.5296442688
1878,1440101.6933066933
1879,1575546.5567765567
1880,425147.52056161023
1881,1869594.7113997112
1882,974185.0016872871
1883,2536626.1904761903
1884,667231.6064642076
1885,934015.7720866862
1886,635309.3496861691
1887,629844.0658726118
1888,644405.7450706068
1889,763906.2893772894
1890,741125.2987012987
1891,839756.2893772892
1892,866754.5173276074
1893,711686.3923203044
1894,763130.7670742922
1895,811398.9034621293
1896,826403.7754852731
1897,1009010.9126984127
1898,1079295.463980464
1899,885647.1777409122
1900,856945.2661119755
1901,736177.678630478
1902,714133.1248431008
1903,799127.3441235798
1904,816966.0467849333
1905,730694.9271380793
1906,816423.1544228646
1907,1006213.7150915752
1908,826403.7754852731
1909,1183040.7417582418
1910,838022.3556909348
1911,799127.3441235798
1912,1013773.0008058607
1913,992613.7150915752
1914,826403.7754852731
1915,699741.8522797916
1916,755147.4421444422
1917,794849.1877343394
1918,476119.3303119773
1919,772207.3333333333
1920,717928.0487784736
1921,862814.3131868131
1922,786062.2723532448
1923,895598.5225590363
1924,742477.5714285715
1925,814950.5318203609
1926,758231.9110300859
1927,758231.9110300859
1928,711686.3923203044
1929,829641.2564082291
1930,1009010.9126984127
1931,714133.1248431008
1932,1102695.7987059378
1933,1041628.0127054633
1934,1041628.0127054633
1935,507131.76008372556
1936,491158.11899585155
1937,475058.69323338335
1938,1182589.6715046107
1939,1041628.0127054633
1940,797974.3649807794
1941,872303.8383838383
1942,1003639.1363697506
1943,996652.5915192524
1944,1045132.7973690396
1945,1041628.0127054633
1946,2065873.685897436
1947,1041628.0127054633
1948,420209.34504758695
1949,726333.4767676768
1950,533707.5705385745
1951,618148.7095362939
1952,420209.34504758695
1953,779956.9035947712
1954,537358.30076578
1955,1004885.5452272983
1956,1055150.8585919729
1957,2065873.685897436
1958,407830.5463462883
1959,615700.4650451888
1960,1764303.1269841269
1961,1050333.9942388532
1962,1004885.5452272983
1963,1041777.7056277057
1964,648388.7988328665
1965,1168959.8417434397
1966,499705.846105231
1967,475058.69323338335
1968,996652.5915192524
1969,746989.4727321289
1970,491158.11899585155
1971,647579.491473559
1972,475058.69323338335
1973,499705.846105231
1974,639087.6071675143
1975,1226593.9087301588
1976,2783417.8571428573
1977,1555819.781746032
1978,2230005.757575758
1979,2185163.181818182
1980,2008043.75
1981,1526425.556776557
1982,1438160.6918520075
1983,1520893.8636363638
1984,2410543.181818182
1985,1200875.0
1986,3404040.909090909
1987,3429665.0
1988,571509.2566381665
1989,1770890.2808302809
1990,571509.2566381665
1991,562612.4024875428
1992,2465523.333333333
1993,1351553.4711377802
1994,586036.6919480184
1995,2652535.555555555
1996,2210205.714285714
1997,938745.3601363174
1998,1306625.1388888888
1999,1850892.784992785
2000,1356053.7362708242
2001,2144109.8484848486
2002,3024304.7619047617
2003,2026982.1212121216
2004,2694274.8484848486
2005,2699380.988455988
2006,1243612.370356037
2007,1570104.5238095238
2008,1271034.5238095238
2009,608882.7732918004
2010,3294936.428571428
2011,2985335.714285714
2012,2478061.5151515147
2013,639087.6071675143
2014,1203676.8483709272
2015,709924.3638693778
2016,1064572.0238095238
2017,1608846.7261904762
2018,1477115.4545454546
2019,2780773.1746031744
2020,963214.9145299144
2021,1438160.6918520075
2022,3064304.761904762
2023,2111019.347826087
2024,2697141.6666666665
2025,1019216.4554526496
2026,2913255.189255189
2027,2188506.666666667
2028,1415298.9215686277
2029,1481112.5925185925
2030,420209.34504758695
2031,2858474.89010989
2032,1972628.8502673798
2033,552028.93748864
2034,1593708.5497835497
2035,1555244.696969697
2036,2688089.2424242427
2037,2187979.6078431373
2038,2043473.1379731384
2039,2211759.926184926
2040,2629888.4615384615
2041,2187979.6078431373
2042,1341203.8370034248
2043,677394.9586540674
2044,795522.7267927764
2045,1135174.9968658793
2046,487457.8951792255
2047,856706.4422066342
2048,684840.1173842262
2049,749141.2218667471
2050,504988.90085098724
2051,727286.812179541
2052,997785.679187943
2053,470725.6163103065
2054,860568.9123876083
2055,850610.8244861087
2056,771286.0436630793
2057,676922.9136288164
2058,470725.6163103065
2059,718839.5165307454
2060,484296.29423884925
2061,1358732.6406926406
2062,522130.28973987617
2063,730758.9569094821
2064,895298.8911483253
2065,925303.9976604482
2066,593891.6418128654
2067,1576481.4687273512
2068,1697536.9128787878
2069,2775608.5696969694
2070,2512154.1666666665
2071,1755057.0410839163
2072,631403.8648560581
2073,2741197.7272727275
2074,1492296.5406162464
2075,1818631.023391813
2076,543894.2689960757
2077,1699450.5200501257
2078,543894.2689960757
2079,2684033.6996336994
2080,1821171.4285714284
2081,2406992.438811189
2082,1383401.753631426
2083,3242425.0
2084,2577201.9615384615
2085,2368549.5221445225
2086,543894.2689960757
2087,2437678.3415584415
2088,1709775.2553696304
2089,870352.7941992208
2090,543894.2689960757
2091,1508373.1265664161
2092,1033700.9434571692
2093,1274405.0
2094,1206569.1107742833
2095,1708504.422036297
2096,1779580.8771929822
2097,2434427.2706293706
2098,709667.1067131523
2099,1777549.167091079
2100,1900740.25974026
2101,1174342.6987859455
2102,1144982.2924798331
2103,1984896.6269841269
2104,362449.08928320336
2105,1740026.6269841269
2106,1911794.1800865799
2107,1539120.6952380952
2108,688766.8092133462
2109,2064660.2777777775
2110,1733247.1726190478
2111,1432350.5363881402
2112,1325057.2710622712
2113,860121.5078284468
2114,1614796.2121212122
2115,959122.2066584732
2116,738867.1976077728
2117,1709775.2553696304
2118,1388503.0701222755
2119,622464.7310688552
2120,534997.414845452
2121,1470814.5882352942
2122,431610.2437403974
2123,1358811.6330956626
2124,362449.08928320336
2125,1921926.1113997113
2126,1146404.828821117
2127,575690.9611296916
2128,1342877.1146616542
2129,1378932.6416861827
2130,534997.414845452
2131,1252104.9319900002
2132,556389.3911832899
2133,1746171.4674908426
2134,1257264.7282051283
2135,1657801.2121212122
2136,1077177.45107865
2137,1639339.7739297738
2138,886501.3699442695
2139,1386807.6142167011
2140,722852.0238714586
2141,475058.69323338335
2142,722852.0238714586
2143,1040843.284423433
2144,752143.6871615703
2145,1288824.5959595959
2146,1017970.5761343918
2147,955785.5032048704
2148,475058.69323338335
2149,1226829.9015276548
2150,1232223.2416603004
2151,1220858.7121212122
2152,765440.3072955362
2153,490615.44619963365
2154,1311602.4531024531
2155,607746.6640350877
2156,942773.9604372932
2157,536961.440174409
2158,2716175.0
2159,496515.1479561965
2160,890053.8340790961
2161,584540.0498159735
2162,517930.3402638888
2163,582077.6367623605
2164,1562287.4948283911
2165,475058.69323338335
2166,1199227.343073593
2167,475058.69323338335
2168,1789778.1746031747
2169,2029213.7301587302
2170,1578750.1824175823
2171,466510.9661240039
2172,1119528.943474826
2173,1764400.3968253967
2174,1355916.9769119767
2175,584540.0498159735
2176,947809.6971144092
2177,1193454.0061072859
2178,1413216.2193362196
2179,1240442.97008547
2180,947809.6971144092
2181,1222841.913919414
2182,814761.2421449518
2183,600904.7420669135
2184,605188.9532557247
2185,571509.2566381665
2186,600904.7420669135
2187,358734.3834008504
2188,431610.2437403974
2189,600904.7420669135
2190,362449.08928320336
2191,420209.34504758695
2192,909759.8099517584
2193,431610.2437403974
2194,358734.3834008504
2195,949986.2606219549
2196,600904.7420669135
2197,650668.2849832147
2198,669619.2047743893
2199,650668.2849832147
2200,870656.0642135643
2201,879984.8099517584
2202,591401.5047743892
2203,1650019.6825396824
2204,1650019.6825396824
2205,992165.6286371903
2206,543894.2689960757
2207,2073360.7115384615
2208,1046305.18000518
2209,1270993.7302890467
2210,1542204.3939393938
2211,2450297.6190476185
2212,1270993.7302890467
2213,1747144.6825396824
2214,1357656.75
2215,700931.3413772989
2216,2197683.333333333
2217,1317971.5151515154
2218,1742117.9166666665
2219,1184366.7546729757
2220,1901315.5555555555
2221,1598845.5356227106
2222,700931.3413772989
2223,2650255.833333333
2224,1020540.6710844329
2225,1561311.1952959322
2226,645917.099105101
2227,955309.8162043333
2228,978659.8162043333
2229,475058.69323338335
2230,2027563.8888888888
2231,1318899.3054298642
2232,1203728.6783233108
2233,1512137.7083333333
2234,1110493.6798400232
2235,1213294.096225412
2236,1088888.8923168755
2237,1262677.3268398268
2238,1422533.426956377
2239,1009370.5625847231
2240,546585.8064787086
2241,3351888.888888889
2242,936844.4315889485
2243,475058.69323338335
2244,1333904.4426767677
2245,1185639.3314038902
2246,1113366.8395254244
2247,1350015.1768037518
2248,889439.4127455503
2249,343629.3282644982
2250,917159.1962075243
2251,1442287.7225912977
2252,930596.9898790431
2253,505424.5400820194
2254,475058.69323338335
2255,1371605.0379148629
2256,881081.0323232164
2257,1080231.3322790477
2258,1921156.9841269844
2259,2022919.8412698414
2260,1336040.3054298642
2261,1493908.4232434232
2262,1217321.4440752864
2263,466510.9661240039
2264,1323409.4642857143
2265,909149.8634422615
2266,1396229.834090909
2267,343629.3282644982
2268,1020641.4453270149
2269,1402562.2814459791
2270,1259312.7388714228
2271,466510.9661240039
2272,1219967.380952381
2273,1073556.2146625305
2274,993114.9243871365
2275,1647595.714285714
2276,554954.2392402433
2277,1357753.0537878787
2278,1248603.3638714228
2279,343629.3282644982
2280,1681067.5
2281,475058.69323338335
2282,1046115.1890215048
2283,1162021.2210142796
2284,341423.7358500102
2285,617196.7882937863
2286,1150379.517711047
2287,1212803.6103657323
2288,518223.7280334919
2289,1313439.3137973137
2290,1188465.8813474108
2291,1228217.5235042735
2292,1193286.52014652
2293,1412837.2023809524
2294,1118587.0406786196
2295,1694342.1277878906
2296,1428926.979363169
2297,1184304.3687423686
2298,1010815.1752439011
2299,1527840.6684981685
2300,1279819.0170940172
2301,1169536.9764957265
2302,1872246.153846154
2303,1186763.0486314758
2304,1275737.0800653603
2305,681915.8176495853
2306,700843.3180167952
2307,1149492.474834597
2308,1045313.7482746721
2309,1014115.7345437855
2310,1184860.16029106
2311,1188465.8813474108
2312,1249383.7582417582
2313,1276046.52014652
2314,798982.6607569552
2315,1421150.0545454544
2316,1391715.2626678876
2317,380979.51066038734
2318,1599362.648046398
2319,749026.6549630625
2320,753246.4847790434
2321,1135746.7565594022
2322,984644.5248111921
2323,1107537.818627451
2324,1505667.7574386396
2325,687542.2531346126
2326,1610730.2349206351
2327,1572926.8253968253
2328,876521.8547681307
2329,417155.32994729397
2330,2420139.285714286
2331,1590318.1818181819
2332,1028935.2092352093
2333,948868.7097928768
2334,637796.5405742261
2335,1262639.5754537857
2336,476996.08657949325
2337,822291.3886056797
2338,1470068.7616161616
2339,1148339.5754537857
2340,892473.7409284081
2341,1599108.555900621
2342,781236.1890711627
2343,1572017.8373015875
2344,759880.8496258406
2345,452049.93273333943
2346,876521.8547681307
2347,1426835.5555555555
2348,799988.504398827
2349,1239985.4166666665
2350,962137.1648108987
2351,1583122.1753246752
2352,1095868.7097928768
2353,758905.0979621989
2354,1203243.5559006212
2355,1221209.9789107952
2356,1246568.1468823575
2357,1215183.6230728335
2358,603961.361784536
2359,678954.3608942385
2360,1130879.1411249912
2361,1034192.1156633223
2362,1156874.1984875149
2363,1420045.983044733
2364,1414295.9607351713
2365,1635557.8896103897
2366,1051333.3406006654
2367,1019853.7596566146
2368,974189.476774043
2369,984644.5248111921
2370,1873491.7550505053
2371,993508.7338490889
2372,1041519.7476789458
2373,1261284.9555500057
2374,885551.8020050125
2375,472619.0525953104
2376,618754.7365336582
2377,817628.3917373649
2378,1156829.9973137972
2379,966886.5735298048
2380,917363.3590622485
2381,807205.8845978582
2382,1176175.9781884782
2383,826403.7754852731
2384,1356209.9555500057
2385,1405949.6486928104
2386,911050.0257289151
2387,1335573.3646953406
2388,1195042.7192982456
2389,2103121.25
2390,620476.890566738
2391,514887.836456169
2392,1131619.2245896873
2393,830345.0050505052
2394,683164.0070747965
2395,571509.2566381665
2396,420209.34504758695
2397,575453.2269491155
2398,611071.0961128676
2399,869704.3157380255
2400,775704.3157380255
2401,1140705.937162675
2402,420209.34504758695
2403,664430.1740051585
2404,1684292.7254901961
2405,875346.5707070709
2406,563837.7212827557
2407,420209.34504758695
2408,1013092.8094534309
2409,1186696.9199346404
2410,650995.7005957005
2411,600904.7420669135
2412,600904.7420669135
2413,621079.2406718251
2414,874392.8308895405
2415,705085.4442301715
2416,358734.3834008504
2417,358734.3834008504
2418,1273947.5714285714
2419,611071.0961128676
2420,1008516.2197030841
2421,620476.890566738
2422,1219206.3470496894
2423,1235809.844671053
2424,1022786.1116405524
2425,2696783.181818182
2426,1462110.593943094
2427,3502812.5
2428,716074.3055776696
2429,683154.3545972775
2430,2205709.0865800865
2431,1145715.58008658
2432,1261565.996503941
2433,1532972.7890736714
2434,1402861.0839291427
2435,1002481.6139142109
2436,343629.3282644982
2437,760577.2295448307
2438,605232.2276568797
2439,343629.3282644982
2440,1371446.6208791207
2441,1008987.4311543719
2442,2124932.0265512266
2443,343629.3282644982
2444,1209411.9164941339
2445,1825734.285714286
2446,1175524.8790640137
2447,1387051.3905647728
2448,1008987.4311543719
2449,2394770.9276018096
2450,763485.8553376425
2451,1018360.7250337383
2452,763485.8553376425
2453,1236714.4656019656
2454,1343771.6934217175
2455,942866.9118685604
2456,605232.2276568797
2457,668466.9812781503
2458,1246514.6753246754
2459,1345768.9891774892
2460,1515059.9085174087
2461,343629.3282644982
2462,1336982.995164637
2463,1210711.9164941339
2464,639941.4388456909
2465,1364371.0410830998
2466,1192657.1803830226
2467,1336982.995164637
2468,1035112.8760788722
2469,711832.4938442878
2470,1334750.584293755
2471,1167428.1889642584
2472,1405516.3492063493
2473,1370804.9157509157
2474,392725.491209936
2475,1661463.8946830945
2476,2175382.0707070706
2477,1623761.8589743588
2478,1314109.5639058794
2479,554146.7537790213
2480,1163155.2508468975
2481,2058637.3015873015
2482,1156239.9792938256
2483,760459.1789231205
2484,1564197.9563492064
2485,1363235.4224176123
2486,1134423.6509730467
2487,561255.5931565753
2488,805647.6186410885
2489,1129290.5145521148
2490,535026.5004187912
2491,955122.3641806723
2492,824330.7550180076
2493,1026435.8804057732
2494,511638.00225371344
2495,716041.4687527085
2496,1018407.1338383838
2497,754532.2432453443
2498,550648.028196569
2499,1066423.949999021
2500,535026.5004187912
2501,836270.1955641654
2502,1093613.5418821375
2503,944698.1789502164
2504,922217.5989903628
2505,1365622.4470222872
2506,962155.5858272163
2507,1233043.6706655414
2508,997267.5117094234
2509,1230374.487887535
2510,941101.0864213934
2511,1898696.7032967035
2512,1097604.4235588973
2513,1202562.4088411587
2514,1258065.5906593406
2515,974988.1784198091
2516,1131219.8753698752
2517,1277809.4988473593
2518,1282530.5604762076
2519,775502.1676115261
2520,1452945.8730158731
2521,1077539.6125116714
2522,1224491.990815557
2523,881305.5119825708
2524,1932405.735930736
2525,401540.5437270563
2526,1420841.8581309044
2527,1353510.5158730159
2528,847696.4974983449
2529,780318.0274893562
2530,1071490.8535150168
2531,717093.4775651295
2532,667482.2956015678
2533,1071882.2254496182
2534,895679.3013695317
2535,802166.9505662794
2536,679321.4312336787
2537,506834.57509886974
2538,909695.5128606614
2539,825048.2352663985
2540,514832.95566567144
2541,572714.9921424347
2542,664095.5612703089
2543,567500.6040616266
2544,556132.7166753607
2545,733193.2275999336
2546,733193.2275999336
2547,1052664.0688839615
2548,748359.6913332455
2549,809458.2904276378
2550,807538.6373597529
2551,875383.932305106
2552,535026.5004187912
2553,556022.4825616482
2554,566643.6294127828
2555,969790.7647907648
2556,755749.8920585748
